'NazevZarizeni','Obec'
'MUDr. Blanka Šmejdovcová s.r.o.','Zlín'
'','Zlín'
'ČESKÁ LÉKÁRNA HOLDING, a. s., Dr. Max Lékárna','Zlín'
'PETR FOJTÍK','Zlín'
'MUDr. ŠÁRKA KAŇOVÁ','Zlín'
'Bc. KATEŘINA ŠTÍPKOVÁ','Zlín'
'ELMEDENT s.r.o.','Zlín'
'DI DENT s.r.o.','Zlín'
'DI DENT s.r.o.','Zlín'
'Silvie Vaňharová Vrbicová','Zlín'
'Jana Holíková','Zlín'
'MUDr. Eva Jašová','Zlín'
'MUDr. Hana Němečková s.r.o.','Zlín'
'non vi s.r.o.','Zlín'
'RF dental s.r.o.','Zlín'
'MUDr. Petr Olejníček','Zlín'
'MUDr. Jaroslav Kaňa','Zlín'
'Ortopedická ambulance Janečka s.r.o.','Zlín'
'Mgr. Hana Malůš Fialová, DiS.','Zlín'
'MUDr. Pavel Novák','Zlín'
'Jana Kobierská','Zlín'
'Karla Štěpánová','Zlín'
'Alena Frýbortová - zubní laboratoř','Zlín'
'DENTWORK, spol. s r.o.','Zlín'
'GAFA,a.s.','Zlín'
'Ivana Čagánková','Zlín'
'MUDr. Irena Žáková','Zlín'
'Mediway s.r.o.','Zlín'
'Roman Kučera','Zlín'
'MUDr. Ivo Gerych','Zlín'
'Moravská lékařská unie','Zlín'
'Bc. Jitka Foukalová','Zlín'
'SUCCURRO s.r.o.','Zlín'
'MUDr. Ján Hudec, neurologie, rehab. a fyz. medicína','Zlín'
'MUDr. Tomáš Výška, plastická chirurgie','Zlín'
'MUDr. Miloslav Kracík','Zlín'
'MUDr. Petr Švenda, ORL','Zlín'
'MUDr. Zdeněk Dvořák','Zlín'
'Mgr. Ivana Hubertová','Zlín'
'Martin Vladař','Zlín'
'MUDr. Mária Klátilová','Zlín'
'Zubní ordinace MDDr. Tomáš Tenčík, s.r.o.','Zlín'
'KATEŘINA BERANOVÁ','Zlín'
'MUDr. Pavla Gogelová','Zlín'
'M.G.P. spol. s r.o.','Zlín'
'Mgr. Veronika Solaříková','Zlín'
'Dr.Dent stomatologické centrum s.r.o.','Zlín'
'Estetická stomatologie MUDr. Hradil, s.r.o.','Zlín'
'MDDr. Jakub Turčan','Zlín'
'CGB laboratoř a.s.','Zlín'
'Bc. PETRA KRČMÁŘOVÁ','Zlín'
'PharmDr. Monika Mindlová, Lékárna Porta Medicinae','Zlín'
'Michal Babjak','Zlín'
'Diabot Zlín s.r.o.','Zlín'
'MUDr. Olivie Zieglerová s.r.o.','Zlín'
'Reha Care s.r.o.','Zlín'
'PV Medical Services, s.r.o.','Zlín'
'Mgr. Aneta Veselková Santariová','Zlín'
'Jiřina Urbanová','Zlín'
'MDDr. Agáta Navláčilová s.r.o.','Zlín'
'SESTŘIČKA.CZ - DOMÁCÍ PÉČE ZLÍN s.r.o.','Zlín'
'synlab czech s.r.o.','Zlín'
'Mgr. Adriána Dudová','Zlín'
'MUDr. Karla Skořepová s.r.o.','Zlín'
'Kabdent s.r.o.','Zlín'
'LUCIE MATUŠKOVÁ DiS.','Zlín'
'Ortopedie Lékařský dům s.r.o.','Zlín'
'Martina Kovaříková','Zlín'
'MUDr. MARTINA KOFROŇOVÁ','Zlín'
'Gynekologie Sadová s.r.o.','Zlín'
'F&K OPTIK v.o.s.','Zlín'
'Sanovia, a.s., Lékárna Slunce','Zlín'
'Pneumo - alergo s.r.o.','Zlín'
'JANA MACHOVÁ DiS.','Zlín'
'POLCHIR s.r.o.','Zlín'
'Stomaway s.r.o.','Zlín'
'Domov pro seniory Burešov, příspěvková organizace','Zlín'
'NADĚJE, pobočka Zlín','Zlín'
'KaraDent s.r.o.','Zlín'
'Unimeducal Jitamosek s.r.o.','Zlín'
'Sociální služby pro osoby se zdravotním postižením, příspěvková organizace','Zlín'
'Moravskoslezské sdružení Církve adventistů sedmého dne','Zlín'
'Damapharm s.r.o., Lékárna Na Mariánském náměstí','Zlín'
'MORAVEC Praktik s.r.o.','Zlín'
'Nikola Švachová, DiS.','Zlín'
'HELPING HOME s.r.o.','Zlín'
'MUDr. Edita Bosáková s.r.o.','Zlín'
'JIŘÍ HOVORKA','Zlín'
'SHIF18 s.r.o.','Zlín'
'AeskuLab k.s., odběrová  místnost','Zlín'
'AeskuLab k.s., odběrová  místnost','Zlín'
'Mgr. ALICE STAŠOVÁ','Zlín'
'PhDr. Hana Sedláková','Zlín'
'Ordinace Integrované Medicíny - ORIEM s.r.o.','Zlín'
'Helena Škubalová, MUDr. s.r.o.','Zlín'
'Stomatochirurgie Michl, s.r.o.','Zlín'
'Mgr. Bc. Radmila Dorazilová','Zlín'
'IMMUNO-ZLÍN s.r.o.','Zlín'
'Dětmal s.r.o.','Zlín'
'Vaše laboratoře s.r.o., odběrová místnost','Zlín'
'Vaše laboratoře s.r.o.','Zlín'
'MUDr. Barbara Ehrlichová','Zlín'
'Vaše laboratoře s.r.o.','Zlín'
'Stáří na zápraží s.r.o.','Zlín'
'DERMA SCHÖNOVÁ s.r.o.','Zlín'
'ONKO SCHÖN s.r.o.','Zlín'
'MALÉ ZDRAVÍ a.s.','Zlín'
'GYNEKO spol. s r. o.','Zlín'
'MUDr. LEO PŠENČÍK','Zlín'
'MUDr. HANA BŘEZINOVÁ','Zlín'
'ALENA PROCHÁZKOVÁ','Zlín'
'LENDERMA s.r.o.','Zlín'
'ORTOMEA - PLUS s.r.o.','Zlín'
'Rehabilitace Vita s.r.o.','Zlín'
'MUDr. Rudolf Uhlář s.r.o.','Zlín'
'Consult medical s.r.o., Lékárna Gemini','Zlín'
'MUDr. Luděk Moudrý','Zlín'
'FYZIO GARDEN s.r.o.','Zlín'
'Mgr. Jarmila Slovenčíková','Zlín'
'EDENT, spol. s r.o.','Zlín'
'Mgr. PETRA MOŽNÁ','Zlín'
'ALFA farm s.r.o., Lékárna, Sam.ordinace všeobecného praktického lékaře','Zlín'
'NeuroHope Zlín s.r.o.','Zlín'
'ILLCare s.r.o.','Zlín'
'Mgr. IVANA SADLOŇOVÁ PAVLÍKOVÁ','Zlín'
'Child.Mal.s.r.o.','Zlín'
'MUDr. Kristýna Jurková s.r.o.','Zlín'
'FOKUS optik a.s.','Zlín'
'Medica Chirurgica s.r.o.','Zlín'
'Medica Chirurgica s.r.o.','Zlín'
'Compedent s.r.o.','Zlín'
'Praktiko Zlín s.r.o.','Zlín'
'Damapharm s.r.o., Lékárna Alphega','Zlín'
'Veronika Šenkeříková','Zlín'
'Pure medical s.r.o.','Zlín'
'PROTEOR CZ s.r.o.','Zlín'
'Bc. Barbora Křeháčková','Zlín'
'Mgr. MARTINA GRAUBNEROVÁ','Zlín'
'Dentista Zlín s.r.o.','Zlín'
'Dominident s.r.o.','Zlín'
'DANA ŠANTOROVÁ','Zlín'
'Neurorehabilitační klinika AXON Zlín s.r.o.','Zlín'
'MUDr. Miroslav Budoš','Zlín'
'AlPa ortodoncie s.r.o.','Zlín'
'Mgr. Helena Přívarová','Zlín'
'UROAMB-Klatil s.r.o.','Zlín'
'MUDr. Jiří Tesař, Ph.D.','Zlín'
'TESINET s.r.o.','Zlín'
'Domácí péče Včelka Ostrava s.r.o.','Zlín'
'Mgr. DENISA ZMEŠKALOVÁ','Zlín'
'Mgr. Žaneta Stojarová','Zlín'
'FO-KU Zlín, s.r.o.','Zlín'
'CAMOSCI MORAVIA s.r.o.','Zlín'
'OREA medcare s.r.o.','Znojmo'
'Stomatologie Znojmo s.r.o.','Znojmo'
'MUDr. Ivana Bartošová','Znojmo'
'Ivo Medek','Znojmo'
'MUDr. Petr Urbanovský, s.r.o.','Znojmo'
'Bc. Luděk Křepela','Znojmo'
'KalGyn, s.r.o.','Znojmo'
'MDDr. Ondřej Bořil, s.r.o.','Znojmo'
'MUDr. Šárka Pavková','Znojmo'
'KK Pediatr s.r.o.','Znojmo'
'MUDr. Husa František s.r.o.','Znojmo'
'Mgr. Eva Havlíková','Znojmo'
'Mgr. Lenka Bartáková','Znojmo'
'Dental LS s.r.o.','Znojmo'
'M.E.A. - PHARM s.r.o., Lékárna U Nádraží','Znojmo'
'Gynness Brno, s. r. o.','Znojmo'
'Zubní Lerch s.r.o.','Znojmo'
'MUDr. Martin Komzák Ph.D.','Znojmo'
'ALSANA - lékařské služby s.r.o.','Znojmo'
'Petra Balíková','Znojmo'
'MUDr. Dominik Bláha','Znojmo'
'MUDr. František Hambálek, s.r.o.','Znojmo'
'Lékař-Praktik-Znojmo s.r.o.','Znojmo'
'ČESKÁ LÉKÁRNA HOLDING, a.s.','Znojmo'
'G OPTIK s.r.o.','Znojmo'
'Centrum sociálních služeb Znojmo, příspěvková organizace','Znojmo'
'Centrum sociálních služeb Znojmo, příspěvková organizace','Znojmo'
'Kardio Znojmo s.r.o.','Znojmo'
'AeskuLab k.s., odběrová místnost','Znojmo'
'MUDr. Petr Urbanovský, s.r.o.','Znojmo'
'Rehabilitace Vítková s.r.o.','Znojmo'
'Bc. Hana Brunclíková','Znojmo'
'NESTÁTNÍ ZDRAVOTNÍ SLUŽBA JS-TRANSPORT ZNOJMO s.r.o.','Znojmo'
'MUDr. Iva Blažková s.r.o.','Znojmo'
'GEA LIVE, s.r.o.','Znojmo'
'B-Dent s.r.o.','Znojmo'
'Havlík Dental Clinic s.r.o.','Znojmo'
'Václav Hrdý','Znojmo'
'Centrum prenatální diagnostiky s.r.o.','Znojmo'
'MDDr. Zuzana Samašová s.r.o.','Znojmo'
'ZNAMED s.r.o.','Znojmo'
'MUDr. Milan TRŽIL s.r.o.','Znojmo'
'UROLOGIE M.K. s.r.o.','Znojmo'
'Sanatorium Znojmo s.r.o.','Znojmo'
'DH-dental hygiena s.r.o.','Znojmo'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','Znojmo'
'MediCfema s.r.o.','Znojmo'
'VESELÁ ROVNÁTKA s.r.o.','Znojmo'
'MUDr. Petr Záškoda soukromá neurologická ordinace s.r.o.','Znojmo'
'Mgr. PAVLA DUBOVSKÁ','Znojmo'
'MUDr. Hammer Jaroslav s.r.o.','Znojmo'
'MDDr. Žaneta Fruhwirtová','Znojmo'
'Věra Burianová','Znojmo'
'Advantis Medical s.r.o.','Znojmo'
'MUDr. LARISA KOPECKÁ','Znojmo'
'Alimunko s.r.o.','Znojmo'
'Nemocnice Znojmo, příspěvková organizace','Znojmo'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','Znojmo'
'Bc. Hana Brunclíková','Znojmo'
'Stomatologická ordinace DENTICON s.r.o.','Znojmo'
'FOKUS optik a.s.','Znojmo'
'MUDr., MDDr. JAKUB MELUŠ','Znojmo'
'Zuzana Myslíková DiS.','Znojmo'
'Mgr. Petr Jukeš','Znojmo'
'Mgr. Miloš Pojer','Znojmo'
'Mgr. Miloš Pojer','Znojmo'
'Všeobecný lékař Posázaví s.r.o.','Zruč nad Sázavou'
'BERTRAM s.r.o., Lékárna Primavera','Zruč nad Sázavou'
'MUDr. Věra Jelínková s.r.o.','Zruč nad Sázavou'
'MUDr. Josef Fuchs','Zruč nad Sázavou'
'Miroslav Holeček','Zruč nad Sázavou'
'MUDr. Tomáš Doležel','Zruč-Senec'
'Otto Bock ČR s.r.o., ortopedická protetika','Zruč-Senec'
'DENTERIKA s.r.o.','Zubří'
'PEDIATRIE ZUBŘÍ, s.r.o.','Zubří'
'DRIN, výrobní družstvo','Zubří'
'Medicus pro adultis s.r.o.','Zubří'
'Mgr. Šárka Kočí','Zubří'
'Medithea Zubří s.r.o.','Zubří'
'Rubus Pharma s.r.o., Lékárna Zubří','Zubří'
'JANA HAVLÍČKOVÁ','Zvole'
'MUDr. PAVEL ADÁMEK','Zvole'
'MUDr. Václav Blecha','Zvíkovec'
'MUDr.Blecha Petr','Zvíkovec'
'Domov Zvíkovecká kytička','Zvíkovec'
'MUDr. Petra Šimonová s.r.o.','Zvěstov'
'Integrované centrum sociálních služeb Odlochovice','Zvěstov'
'Integrované centrum sociálních služeb Odlochovice','Zvěstov'
'Integrované centrum sociálních služeb Odlochovice','Zvěstov'
'Ambulance cévní chirurgie MUDr.Dráč s.r.o.','Zábřeh'
'MUDr. Ivana Škárková','Zábřeh'
'MUDr. Pavel Matuška, Ph.D., FCCP RESAMB s.r.o.','Zábřeh'
'MUDr. Milan Juřenčák s.r.o.','Zábřeh'
'MUDr. Věra Krušinská','Zábřeh'
'MUDr. JURÁSEK Jan s.r.o.','Zábřeh'
'STOPP OPTIK s.r.o.','Zábřeh'
'Dětské centrum Ostrůvek, příspěvková organizace','Zábřeh'
'MUDr. Tomáš Tihelka s.r.o.','Zábřeh'
'Mgr. PAVLA POPELKOVÁ','Zábřeh'
'MDDr. Vendula Hanušová','Zábřeh'
'NEUROLOGIE ZM - NOVA s.r.o.','Zábřeh'
'Nemocnice Šumperk a.s., odborné ambulance','Zábřeh'
'ČESKÁ LÉKÁRNA HOLDING, a.s.','Zábřeh'
'viaderMIS s.r.o.','Zábřeh'
'MUDr. Jiří Kmec - neurologická ambulance','Zábřeh'
'Interna Zábřeh s.r.o.','Zábřeh'
'Medico Via HB s.r.o.','Zábřeh'
'Kamrádová Dental s.r.o.','Zábřeh'
'Mgr. VERONIKA PELANTOVÁ','Zábřeh'
'Nemocnice Šumperk a.s., LDN','Zábřeh'
'Yvona Švédová - porodní asistentka','Zábřeh'
'Pobucká Michaela','Zábřeh'
'Alzheimercentrum Zábřeh z.ú.','Zábřeh'
'MAPO ambulance s.r.o., ambulance chirurgie','Zábřeh'
'Agentura domácí péče Victoria s.r.o.','Zábřeh'
'ALA JESENÍK, s.r.o.','Zábřeh'
'Zdravotní potřeby s.r.o.','Zábřeh'
'CTCenter MaVe s.r.o.','Zábřeh'
'JOY Dental Care s.r.o.','Zábřeh'
'Dentix lab s.r.o.','Zábřeh'
'MAPO ambulance s.r.o., PL pro děti a dorost','Zábřeh'
'OzanaMed s.r.o.','Zábřeh'
'BENU Česká republika s.r.o., BENU lékárna, OC Kaufland','Zábřeh'
'Pharma health s.r.o., Lékárna AVE','Zábřeh'
'Asclepiades Morava s.r.o.','Zábřeh'
'MDDr. Kateřina Molzká Černá','Zákupy'
'Zobrazovací centrum, s.r.o.','Zákupy'
'MUDr. Monika Dragounová','Zápy'
'Praktický lékař Praha - východ, s.r.o.','Zápy'
'BENU Česká republika s.r.o., BENU Lékárna','Zápy'
'KarDent s.r.o.','Zápy'
'BENE AMBULA, s.r.o.','Zásada'
'Domov Buda, poskytovatel sociálních služeb','Zásmuky'
'Domov sociálních služeb Vlašská','Zásmuky'
'Klinická logopedie Bruntál, s.r.o.','Zátor'
'MM Health Care s.r.o.','Úholičky'
'MUDr. Tomáš Daněk','Úhřetice'
'Lékárna u pošty Opava, s.r.o. - OOVL','Újezd'
'MUDr. Monika Bartíková s.r.o.','Újezd'
'Bc. Pavlína Šulhanová','Újezd'
'MUDr. Jana Kudrnová s.r.o.','Újezd u Brna'
'Gynness Brno, s. r. o.','Újezd u Brna'
'OREA medcare s.r.o.','Újezd u Brna'
'Herlango, s.r.o.','Újezd u Brna'
'MUDr. Eliška Jugová','Újezd u Brna'
'MUDr. Igor Mucha','Újezd u Brna'
'Domov u Františka, příspěvková organizace','Újezd u Brna'
'FRANTIŠEK HLADKÝ','Újezd u Brna'
'Lékárna U Školy s.r.o., Lékárna U Naděje','Újezd u Brna'
'MUDr. Jana Godavová','Újezd u Brna'
'oricare s.r.o.','Úněšov'
'Chirurgie Skvrňany s.r.o.','Úněšov'
'Bernardovi, s.r.o.','Úpice'
'Praktici s.r.o.','Úpice'
'MDDr. Lukáš Jon s.r.o.','Úpice'
'Oblastní spolek Českého červeného kříže Trutnov','Úpice'
'Senior dům Beránek s. r. o.','Úpice'
'Pediatrie Úpice s.r.o.','Úpice'
'MDDr. Lenka Brousková','Úpice'
'MAPO ambulance s.r.o., PL pro děti a dorost','Úsov'
'HYDROMEDICAL s.r.o.','Ústí nad Labem'
'Rehabilitace Jitka Stromová s.r.o.','Ústí nad Labem'
'MUDr. Eva Moravcová','Ústí nad Labem'
'Zdravotní ústav se sídlem v Ústí nad Labem','Ústí nad Labem'
'Cévní s.r.o.','Ústí nad Labem'
'Kardiologie - Ústí nad Labem, s.r.o.','Ústí nad Labem'
'MUDr. Hašková s.r.o.','Ústí nad Labem'
'Kamila Krčmářová','Ústí nad Labem'
'Ordinace Neštěmice s.r.o.','Ústí nad Labem'
'FYZIOMEDICAL s.r.o.','Ústí nad Labem'
'Prof., MUDr. Martin Sameš CSc.','Ústí nad Labem'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','Ústí nad Labem'
'Pediatr Ústí nad Labem, s.r.o.','Ústí nad Labem'
'MUDr. Jaroslav Těšina','Ústí nad Labem'
'Jan Krejčí','Ústí nad Labem'
'Gynekologie MUDr. Brožek s.r.o.','Ústí nad Labem'
'PAMPELIŠKA, o.p.s.','Ústí nad Labem'
'MUDr. Jan Schraml','Ústí nad Labem'
'MUDr. Michal Jurovčík','Ústí nad Labem'
'MUDr. Antonín Novák','Ústí nad Labem'
'Petra Hrdličková','Ústí nad Labem'
'MUDr. Veronika Pospíšilová','Ústí nad Labem'
'Derma Medical Clinic s.r.o.','Ústí nad Labem'
'Dětský lékař Ústí nad Labem s.r.o.','Ústí nad Labem'
'Cordatus s.r.o.','Ústí nad Labem'
'Topmed s.r.o.','Ústí nad Labem'
'MIHOMED s.r.o.','Ústí nad Labem'
'MUDr. Klára Müllerová','Ústí nad Labem'
'Dent-UL s.r.o','Ústí nad Labem'
'Dent-MUDr. Dvořáková s.r.o','Ústí nad Labem'
'VAŠE ZUBNÍ CENTRUM s.r.o.','Ústí nad Labem'
'Dent-MUDr. Dvořák s.r.o.','Ústí nad Labem'
'FYSIS TERAPIE, s.r.o.','Ústí nad Labem'
'Kardiologická ambulance MUDr. Michaela Červinková s.r.o.','Ústí nad Labem'
'Mgr. Jaroslava BANÝROVÁ','Ústí nad Labem'
'MUDr. ALENA POŠAROVÁ','Ústí nad Labem'
'DRUG-OUT Klub, z.s.','Ústí nad Labem'
'WHITE LIGHT I, z.ú.','Ústí nad Labem'
'MUDr. Michaela Dubinčáková','Ústí nad Labem'
'MUDr. Markéta Vančurová','Ústí nad Labem'
'KARAMED UL s.r.o.','Ústí nad Labem'
'MUDr. Ladislava Rennerová','Ústí nad Labem'
'ZOUBEK s.r.o.','Ústí nad Labem'
'MUDr. Eva Linková','Ústí nad Labem'
'MUDr. JAN SCHRAML','Ústí nad Labem'
'MUDr. Milan Provazník','Ústí nad Labem'
'MUDr. Jiří Jurča','Ústí nad Labem'
'Vojtěch Konschill DiS.','Ústí nad Labem'
'REHABILITACE KLUBÍČKO s.r.o.','Ústí nad Labem'
'Domov pro seniory Bukov p.o.','Ústí nad Labem'
'Domov pro seniory Dobětice, p.o.','Ústí nad Labem'
'Domov pro seniory Krásné Březno, p.o.','Ústí nad Labem'
'Domov pro seniory Severní Terasa, p.o.','Ústí nad Labem'
'Domov pro seniory Orlická a Azylový dům pro matky s dětmi, p.o.','Ústí nad Labem'
'Domov pro seniory Orlická a Azylový dům pro matky s dětmi, p.o.','Ústí nad Labem'
'Domovy pro osoby se zdravotním postižením Ústí nad Labem, příspěvková organizace','Ústí nad Labem'
'Vyšší odborná škola zdrav. a Střední škola zdrav., Ústí nad Labem, p. o.','Ústí nad Labem'
'GENNET, s.r.o.','Ústí nad Labem'
'Dentální studio s.r.o.','Ústí nad Labem'
'MUDr. Blanka Strnadová','Ústí nad Labem'
'Diacenco s.r.o.','Ústí nad Labem'
'AeskuLab k.s., odběrová místnost','Ústí nad Labem'
'EUC Dermacentrum s.r.o.','Ústí nad Labem'
'ProMedicus Home Care Services s.r.o.','Ústí nad Labem'
'MEDILAX s.r.o.','Ústí nad Labem'
'ORTOTIKA - PROTETIKA s.r.o.','Ústí nad Labem'
'MedIQ services s.r.o.','Ústí nad Labem'
'MUDr. Jiří Madar','Ústí nad Labem'
'AeskuLab k.s., odběrová místnost','Ústí nad Labem'
'MUDr. Martina Šmídová','Ústí nad Labem'
'Krajská zdravotní, a.s., lékárna','Ústí nad Labem'
'Marine Hairapetjana','Ústí nad Labem'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','Ústí nad Labem'
'MUDr. Vlastimil Klát s.r.o.','Ústí nad Labem'
'Practicus EP s.r.o.','Ústí nad Labem'
'32 Dent s.r.o.','Ústí nad Labem'
'ORDINACE KLINICKÉ BIOCHEMIE s.r.o.','Ústí nad Labem'
'MUDr. Jana Hrbková s.r.o.','Ústí nad Labem'
'TOMADENTAL s.r.o.','Ústí nad Labem'
'DENTIDO s.r.o.','Ústí nad Labem'
'Mediconet s.r.o.','Ústí nad Labem'
'Lékárna S+M s.r.o., Lékárna Severní Terasa','Ústí nad Labem'
'Lékárna S+M s.r.o., Lékárna U Divadla','Ústí nad Labem'
'MUDr. Antonín GABERA','Ústí nad Labem'
'PEDI-GAST s.r.o.','Ústí nad Labem'
'doktor pro lidi s.r.o.','Ústí nad Labem'
'ULDENTA s.r.o.','Ústí nad Labem'
'Ave Sport Medicine s.r.o.','Ústí nad Labem'
'SENIOR CZ, s.r.o.','Ústí nad Labem'
'MUDr. Jana Rešlová','Ústí nad Labem'
'MUDr. Jana Minaříková','Ústí nad Labem'
'ORTMEDIC s.r.o.','Ústí nad Labem'
'Česká společnost AIDS pomoc, z.s.','Ústí nad Labem'
'Plasma place s.r.o.','Ústí nad Labem'
'Medical Elan s.r.o.','Ústí nad Labem'
'HAVAJ Gyn s.r.o.','Ústí nad Labem'
'SUPERMED s.r.o.','Ústí nad Labem'
'SELEKT, společnost s ručením omezeným','Ústí nad Labem'
'RADEJA Consult s.r.o.','Ústí nad Labem'
'happy reha s.r.o.','Ústí nad Labem'
'Gynekologie MUDr. Jana Roščáková s.r.o.','Ústí nad Labem'
'Mediclinic a.s.','Ústí nad Labem'
'JR Stomatologie s.r.o.','Ústí nad Labem'
'FOKUS optik a.s.','Ústí nad Labem'
'Vivodent s.r.o.','Ústí nad Labem'
'PCHT Doctus, s. r. o.','Ústí nad Labem'
'PCHTraumatologie, s. r. o.','Ústí nad Labem'
'PCHT Pelikán, s. r. o.','Ústí nad Labem'
'AMBULANCE MEDITRANS s.r.o.','Ústí nad Labem'
'ALLETAB, s.r.o., Lékárna Neštěmice','Ústí nad Labem'
'Mgr. Štěpánka HOVORKOVÁ','Ústí nad Labem'
'Chirurgická ambulance Ústí nad Labem s.r.o.','Ústí nad Labem'
'Mgr. Jan Dvořák','Ústí nad Labem'
'BENU Česká republika s.r.o., BENU lékárna','Ústí nad Labem'
'KALTEN MEDICAL s.r.o.','Ústí nad Labem'
'Fokus Labe, z.ú.','Ústí nad Labem'
'MUDr. Jan Bacík','Ústí nad Labem'
'MDDr. Václav Placák','Ústí nad Labem'
'MUDr. Ivo Kunst, dětská psychiatrie','Ústí nad Orlicí'
'KARMED s.r.o.','Ústí nad Orlicí'
'MUDr. Petra Moláčková','Ústí nad Orlicí'
'Nemocnice Pardubického kraje, a.s., Orlickoústecká nemocnice, Odběrové centrum','Ústí nad Orlicí'
'Nemocnice Pardubického kraje, a.s., Orlickoústecká nemocnice','Ústí nad Orlicí'
'Valident Plus s.r.o.','Ústí nad Orlicí'
'MUDr. Renata Severová','Ústí nad Orlicí'
'BINOCULAR s. r. o.','Ústí nad Orlicí'
'Vladimíra Janečková','Ústí nad Orlicí'
'PRAKTIK UnO s.r.o.','Ústí nad Orlicí'
'Endokrinologie a interna Lapaluka s.r.o.','Ústí nad Orlicí'
'MUDr. Miriam Toppischová s.r.o.','Ústí nad Orlicí'
'MUDr. Ráčková Jana s.r.o.','Ústí nad Orlicí'
'MUDr. Radomír Chaloupka','Ústí nad Orlicí'
'MUDr. Milan Dunaj','Ústí nad Orlicí'
'Audiologie foniatrie s.r.o.','Ústí nad Orlicí'
'MDDr. VERONIKA KUBÁSKOVÁ','Ústí nad Orlicí'
'Mgr. PETRA NOVOTNÁ','Ústí nad Orlicí'
'JR MEDICARE s.r.o.','Ústí nad Orlicí'
'PERGY s.r.o.','Ústí nad Orlicí'
'Mgr. Pavla Šulcová','Ústí nad Orlicí'
'Gynorma, s.r.o.','Ústí nad Orlicí'
'MUDr. PAVEL STŘÍTECKÝ','Ústí nad Orlicí'
'ZUZANA KLACLOVÁ','Ústí nad Orlicí'
'Alergomyšl s.r.o.','Ústí nad Orlicí'
'Ambulance MUDr. Jitky Vlachové, s.r.o.','Ústí nad Orlicí'
'MUDr. Zuzana Majvaldová s.r.o.','Ústí nad Orlicí'
'GABAMED, s.r.o.','Ústí nad Orlicí'
'Česká společnost AIDS pomoc, z.s.','Ústí nad Orlicí'
'Sdružené ambulantní zařízení spol. s r. o.','Ústí nad Orlicí'
'OFTAPRIM, s.r.o.','Ústí nad Orlicí'
'CARPE-DENT s.r.o.','Ústí nad Orlicí'
'DENEMEDIC s.r.o.','Ústí nad Orlicí'
'FOKUS optik a.s.','Ústí nad Orlicí'
'Centrum sociální péče města Ústí nad Orlicí','Ústí nad Orlicí'
'Domov důchodců Ústí nad Orlicí','Ústí nad Orlicí'
'Lékárny se srdcem na dlani s.r.o., Modrá lékárna na Příkopech','Ústí nad Orlicí'
'Oftex, s.r.o.','Ústí nad Orlicí'
'PhDr. Františka Diblíková','Ústí nad Orlicí'
'SmileCare s.r.o.','Úvaly'
'Centrum praktické medicíny s.r.o','Úvaly'
'FyzioFit s.r.o.','Úvaly'
'MUDr. Jana Schmidtová','Úvaly'
'Advantis Medical s.r.o.','Úvaly'
'MUDr. Radka Vycpálková','Úvaly'
'Privátní urologická praxe s.r.o.','Úvaly'
'synlab czech s.r.o., odběrová místnost','Úvaly'
'Domov seniorů Úvaly, poskytovatel sociálních služeb','Úvaly'
'DOMIMED, s.r.o.','Úvaly'
'Zdravotnická záchranná služba Ústeckého kraje, příspěvková organizace','Úštěk'
'LAB.STOM.DENT s.r.o.','Úžice'
'PEDIATEAM s.r.o.','Častolovice'
'Pediatr Počátky s.r.o.','Častrov'
'Silvie Urbanová DiS.','Čebín'
'Mgr. MARTA HRUBÁ','Čehovice'
'MUDr. Jitka Hlavňovská s.r.o.','Čejkovice'
'Stomavia s.r.o.','Čejkovice'
'Beskydské rehabilitační centrum, spol. s r.o., Léčebný dům Lara','Čeladná'
'Beskydské rehabilitační centrum, spol. s r.o.','Čeladná'
'Beskydské rehabilitační centrum, spol. s r.o.','Čeladná'
'Beskydské rehabilitační centrum, spol. s r.o., Léčebný dům Kněhyně','Čeladná'
'Beskydské rehabilitační centrum, spol. s r.o., Léčebný dům Dr. Štorcha','Čeladná'
'Beskydské rehabilitační centrum, spol. s r.o., Léčebný dům Polárka','Čeladná'
'Beskydské rehabilitační centrum, spol. s r.o., Léčebný dům Golf','Čeladná'
'Obvoďák z Čeladné s.r.o.','Čeladná'
'Repharm a.s., Lékárna AGEL, OOVL','Čeladná'
'Pobyty pro zdraví s.r.o.','Čeladná'
'Pobyty pro zdraví s.r.o.','Čeladná'
'MUDr. Kateřina Žemličková','Čelákovice'
'Praktický lékař Čelákovice s.r.o.','Čelákovice'
'REHASPRING centrum s.r.o.','Čelákovice'
'REHASPRING centrum s.r.o.','Čelákovice'
'Pediatrická ambulance Čelákovice s.r.o.','Čelákovice'
'Chaloupková Kateřina','Čelákovice'
'Dětský lékař Čelákovice s.r.o.','Čelákovice'
'MUDr. MICHAL KRAUS','Čelákovice'
'Fysioterapie Chodov s.r.o.','Čelákovice'
'VK Med s.r.o.','Čelákovice'
'Ústav sociální péče Brdy, z.ú.','Čenkov'
'Fakultní nemocnice Hradec Králové','Čeperka'
'Viadent s.r.o.','Čepí'
'Mgr. Petra Dachovská','Čepí'
