"NazevZarizeni","Obec"
"Stomatologie Pospíšil s.r.o.","Svitavy"
"MUDr. Eva Šrámková","Svitávka"
"MUDr. Kamil Mazal","Svitávka"
"MUDr. Pavel Loskot","Svitávka"
"MUDr. Vladimíra Skrbková","Svoboda nad Úpou"
"Oblastní nemocnice Trutnov a.s., ambulance gynekologie","Svoboda nad Úpou"
"Stanislava Valkema Průšová","Svoboda nad Úpou"
"Ordinace praktického lékaře MUDr. Jarmila Oravcová s.r.o.","Svoboda nad Úpou"
"doc. MUDr. Radomír Taláb CSc., neurologie","Svoboda nad Úpou"
"Ordinace praktického lékaře pro děti a dorost MUDr. Dana Hůrková s.r.o","Svoboda nad Úpou"
"IKN služby s.r.o., Lékárna U Černého orla","Svoboda nad Úpou"
"Irena Soukeníková","Svojanov"
"Masarykova nemocnice Rakovník s.r.o., ambulance PL pro dospělé","Svojetín"
"Domov Svojšice","Svojšice"
"MUDr. Naděžda Lamplotová","Svratka"
"MUDr. Jiřina Foltanová","Svratka"
"MUDr. Ivo Chytrý","Svratka"
"Věra Librová","Svratka"
"MUDr. Marta Jílková","Svratka"
"MUDr.Jiří Koutný","Svratka"
"MUDr. Lubomír Čaněk","Svratka"
"MUDr. Lubomír Čaněk","Svratka"
"Lékárna Svratka s.r.o.","Svratka"
"MUDr. Petr Müller, s.r.o.","Svratka"
"HM praktik, s.r.o.","Svratka"
"Domov seniorů Světice, s.r.o.","Světice"
"MUDr. Božena Marková","Světlá Hora"
"Věra Kubíčková","Světlá nad Sázavou"
"Marie Formanová","Světlá nad Sázavou"
"MUDr. Lubomír Trtík","Světlá nad Sázavou"
"MUDr.MARCELA ROGOZOVÁ","Světlá nad Sázavou"
"MUDr. Eliška Kulíková","Světlá nad Sázavou"
"MUDr. Josef Matějů","Světlá nad Sázavou"
"MUDr. Miloslav Kašpar","Světlá nad Sázavou"
"Hana Pejcharová","Světlá nad Sázavou"
"MUDr. LUBOMÍR MICHEK","Světlá nad Sázavou"
"VITAL, s.r.o.","Světlá nad Sázavou"
"MUDr. Karel Vacek","Světlá nad Sázavou"
"MUDr. Sylvie Šťastná","Světlá nad Sázavou"
"Mgr. Michaela Dubská","Světlá nad Sázavou"
"Lékárny Optima, s.r.o., Lékárna Viola","Světlá nad Sázavou"
"Lékárny Optima, s.r.o., Lékárna Na Náměstí","Světlá nad Sázavou"
"MUDr. Milan Kurák","Světlá nad Sázavou"
"MUDr. Veronika Vosiková","Světlá nad Sázavou"
"MUDr. Radovan Kos","Světlá nad Sázavou"
"MUDr. Bohumil KLATOVSKÝ s.r.o.","Světlá nad Sázavou"
"synlab czech s.r.o., odběrová místnost","Světlá nad Sázavou"
"MUDr. Kateřina Lepešková s. r. o.","Světlá nad Sázavou"
"MUDr. Alena Šimková, PL pro děti a dorost, s.r.o.","Světlá nad Sázavou"
"Remedis, s.r.o.","Světlá nad Sázavou"
"MUDr. Stanislava Brhelová s.r.o.","Světlá nad Sázavou"
"Medical care vysočina s.r.o.","Světlá nad Sázavou"
"ORTOPEDIE TRTÍK s.r.o.","Světlá nad Sázavou"
"MUDr. Andrea Mašková","Světlá nad Sázavou"
"PEDIATRIE Světlá nad Sázavou s.r.o.","Světlá nad Sázavou"
"Varjassyová s.r.o.","Světlá nad Sázavou"
"Světlá Dent s.r.o.","Světlá nad Sázavou"
"Sociální centrum města Světlá nad Sázavou","Světlá nad Sázavou"
"Sociální centrum města Světlá nad Sázavou","Světlá nad Sázavou"
"KATEŘINA SMEJKALOVÁ DiS.","Světlá nad Sázavou"
"Oblastní charita Havlíčkův Brod","Světlá nad Sázavou"
"MUDr. Radka Vorlíčková","Světlá nad Sázavou"
"MUDr. Vladimír Šatava, praktický lékař","Světlá pod Ještědem"
"MUDr. Jaroslava Vaníčková - praktický lékař pro děti a dorost","Světlík"
"MB praktický lékař s.r.o.","Světlík"
"MUDr. Josef Fuchs","Sázava"
"MUDr. Jindřiška Šedová","Sázava"
"MUDr. Josef Šimon","Sázava"
"MUDr. Jiří Kmoch","Sázava"
"MUDr. Romana Gübelová","Sázava"
"UNKO s.r.o.","Sázava"
"Pražská lékárnická s.r.o., Lékárna Sázava","Sázava"
"MDDr.Lucie Šimková","Sázava"
"JD-GYN, s.r.o.","Sázava"
"TAŤÁNA HNÁTKOVÁ s.r.o.","Sázava"
"Všeobecný lékař Posázaví s.r.o.","Sázava"
"MED TRUST Czech republic s.r.o.","Tachlovice"
"Marie Kopelentová, stomatologická laboratoř","Tachlovice"
"Oblastní spolek ČČK Tachov, Domácí ošetřovatelská péče","Tachov"
"MUDr. Tomáš Sluka","Tachov"
"Poliklinika Tachov, p. o., Lékárna Na Poliklinice","Tachov"
"MUDr. Alexander Kókay","Tachov"
"MUDr. Zdeňka Turčová, neurologická ordinace","Tachov"
"MUDr. Naděžda Bydžovská, samostatná ordinace stomatologa","Tachov"
"MUDr. Růžena Štýbrová, praktický lékař pro dospělé","Tachov"
"MUDr. Daniela Moročkovská, ordinace praktického lékaře - Domov důchodců","Tachov"
"MUDr. Alena Kohutová, privátní zubní ordinace","Tachov"
"MUDr. Jana Kostíková, zubní ordinace","Tachov"
"Blanka Soukupová, samostatná zubní laboratoř","Tachov"
"MUDr. Pavel Jaňour, praktický lékař pro dospělé","Tachov"
"MUDr. Jitka Fiklíková, praktický lékař pro děti a dorost","Tachov"
"MUDr. František Barták, praktický lékař pro děti a dorost","Tachov"
"Mgr. Hana Fikrlová, samostatné logopedické pracoviště","Tachov"
"MUDr. Blanka Šebková","Tachov"
"MUDr. Renata Meinlová , interní ambulance","Tachov"
"MUDr. Jana Bátovská","Tachov"
"MUDr. Jaroslav Němeček, privátní ortodontická praxe","Tachov"
"MUDr. Roman Hranička, samostatný lékař léčebné rehabilitace","Tachov"
"Zdravotnická záchranná služba Plzeňského kraje - výjezdové stanoviště Tachov","Tachov"
"Jaroslav Trávníček","Tachov"
"MUDr. Václav Vokatý, revmatologická ambulance","Tachov"
"MUDr. Marie Ditrichová, privátní zubní ordinace","Tachov"
"Městská charita Plzeň, pracoviště Tachov","Tachov"
"Mgr.  Iva Matějčková Zezulová, ordinace klinického psychologa","Tachov"
"Zdravotnické potřeby a poradenství s.r.o.","Tachov"
"Privátní chirurgická ambulance s.r.o.","Tachov"
"Ordinace TRN s.r.o.","Tachov"
"MUDr. Naděžda Petrášová","Tachov"
"SOMICH s.r.o.","Tachov"
"Domácí péče Tachov s.r.o.","Tachov"
"Gynekologie a porodnictví s.r.o.","Tachov"
"Mediclinic a.s.","Tachov"
"MUDr. Kamil Staněk - zubní ordinace s.r.o.","Tachov"
"MUDr. Milan Kozlík","Tachov"
"MUDr. Petr Chládek","Tachov"
"MUDr. Taťána Šimková - ambulance praktického lékařství, s.r.o.","Tachov"
"Alexandra Dranková, AD Optik, optometrista","Tachov"
"MUDr. Jiří Chaloupecký, urologie","Tachov"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Tachov"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Tachov"
"A-SHINE s.r.o.","Tachov"
"Mgr. Lukáš Matejovič, stomatologická laboratoř","Tachov"
"Gynekologie Tachov s.r.o.","Tachov"
"SOMICH-Lens s.r.o.","Tachov"
"DEVĚTSIL JST, s.r.o. Lékárna Devětsil Tachov","Tachov"
"PerfectDent Tachov s.r.o.","Tachov"
"MDDr. Martin Kirinovič","Tachov"
"Gastroporadna s.r.o.","Tachov"
"Hospic Sv. Jiří, o.p.s.","Tachov"
"MUDr. Pavla Sylla","Tachov"
"MUDr. Jaromil Mareš","Tachov"
"Jolana Zítková DiS.","Tachov"
"OMEGA CENTRUM s.r.o.","Tachov"
"MUDr. Radek Měšťan, s.r.o.","Tachov"
"SportsMed Consultation s.r.o.","Tachov"
"Protetika PLZEŇ s.r.o.","Tachov"
"Centrum sociálních služeb Tachov, příspěvková organizace","Tachov"
"Centrum sociálních služeb Tachov, příspěvková organizace","Tachov"
"FOKUS optik a.s.","Tachov"
"Zubatý svět s.r.o.","Tachov"
"Čistíme zuby Tachov s.r.o.","Tachov"
"Léčebné lázně Konstantinovy lázně a.s., Očkování COVID","Tachov"
"MUDr. Martin Šťastný","Tanvald"
"MUDr. Jan Zetek, odborný lékař ORL","Tanvald"
"MUDr. Zdeněk Hnilička","Tanvald"
"Šťastná Ivana MUDr. - zubní lékař","Tanvald"
"S - CARE s.r.o.","Tanvald"
"MUDr. Štěpánka Lukšanová, praktický lékař pro dospělé","Tanvald"
"MUDr. Jan Lenko, praktický lékař","Tanvald"
"OK - DENT, spol. s r.o.","Tanvald"
"MUDr. Petr Michalík, dětský lékař","Tanvald"
"MUDr. Zdeněk Poláček, chirurgická ambulance","Tanvald"
"MUDr. Jitka Michalíková","Tanvald"
"Pohybové centrum, s.r.o.","Tanvald"
"Nemocnice Tanvald, s.r.o.","Tanvald"
"MUDr. Ludmila Fialová, plastická chirurgie","Tanvald"
"BENU Česká republika s.r.o., BENU lékárna","Tanvald"
"MUDr. Štěpán Gazda","Tanvald"
"Nemocnice Jablonec nad Nisou, p.o., Centrum doléčování a rehabilitace (CEDR)","Tanvald"
"Poliklinika Železný Brod, s.r.o.","Tanvald"
"SMRŽO - MEDIC s.r.o.","Tanvald"
"Bc. Zdislav Duňka, rehabilitace","Tanvald"
"MUDr. Radka Ducháčková, chirurgická ambulance","Tanvald"
"Dita Sajnerová, DiS., rehabilitace","Tanvald"
"MEDOPS s.r.o.","Tanvald"
"Tanvaldent s.r.o.","Tanvald"
"MUDr. Pavla Adamová","Tanvald"
"Hana Fišerová, oční optika","Tanvald"
"Oleh Petreckyj","Tanvald"
"RTG JNK s.r.o.","Tanvald"
"MeDiLa spol. s r.o.","Tanvald"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Tanvald"
"Bc. Eva Čermáková","Tanvald"
"ČESKÁ OČNÍ OPTIKA HOLDING a.s.","Tanvald"
"MUDr. Xenie Cázerová","Tanvald"
"MUDr. Zdeněk Benáček","Tasov"
"MUDr. Jiří Zelinka","Tasov"
"MUDr. Zdeňka Lukešová","Tasovice"
"Bc. Lucie Řezáčová","Tasovice"
"Dr. Rajbl s.r.o.","Tatenice"
"MUDr. Jan Marek, dětský lékař","Tatobity"
"MUDr. Vlasta Jursová","Tavíkovice"
"MUDr. Petr Urbanovský, s.r.o.","Tavíkovice"
"MUDr. Ivo Pavlíček","Tavíkovice"
"Domov u lesa Tavíkovice, příspěvková organizace","Tavíkovice"
"Oblastní nemocnice Kolín, a.s., nemocnice Středočeského kraje, LDN na Vojkově","Tehovec"
"MUDr. Nina Trojánková s.r.o.","Tehovec"
"MUDr. MICHAELA BARTÁKOVÁ","Tehovec"
"MUDr. Eva Dobiášová","Telecí"
"MUDr. Jaroslav Grodl","Telecí"
"Mediclinic a.s.","Telnice"
"Sdružené ordinace Sokolnice s.r.o.","Telnice"
"MUDr. Zdeněk Postler","Telnice"
"Poliklinika Telč, spol. s r.o.","Telč"
"MUDr. Miloš Štumar","Telč"
"MUDr. Milan Pátek","Telč"
"DENTECH spol. s r.o.","Telč"
"MUDr. Eva Matoušková","Telč"
"MUDr. Jaroslav Čech","Telč"
"MUDr. Jan Procházka","Telč"
"MUDr. Jaroslav Řičánek","Telč"
"Zdravotnická záchranná služba Kraje Vysočina, p.o.","Telč"
"Lékárna U Sv. Anny, s.r.o.","Telč"
"MUDr. Přemysl Mráz","Telč"
"Mgr. Veronika Miklíková","Telč"
"MUDr. Gabriela Langhammerová","Telč"
"MUDr. Dobeš s.r.o.","Telč"
"MUDr. Nosek, s.r.o.","Telč"
"Mediclinic a.s.","Telč"
"Sdílení o.p.s.","Telč"
"AeskuLab k.s.","Telč"
"Jarmila Kočová","Telč"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Telč"
"MUDr. Policarová Marie s.r.o.","Telč"
"MUDr. Vlasta Plucarová s.r.o.","Telč"
"MUDr. Anna Bínová s.r.o.","Telč"
"GYNTELČ s.r.o.","Telč"
"Ofthalmos s.r.o.","Telč"
"RESIDENT 2000 o.p.s.","Telč"
"K - DERMA s.r.o.","Telč"
"Pediatr Telč, s.r.o.","Telč"
"Senior Home,s.r.o.","Telč"
"MUDr. Alena Bínová s.r.o.","Telč"
"MUDr. PŘEMYSL KOHOUT","Telč"
"MUDr. Jiří Nosek","Telč"
"Urologická ambulance Telč s.r.o.","Telč"
"Psychiatrie Jihlava s.r.o.","Telč"
"Všeobecný lékař Prevent s.r.o.","Telč"
"SeneCura SeniorCentrum Telč s.r.o.","Telč"
"K - DERMA s.r.o.","Telč"
"Obec Temelín","Temelín"
"MUDr. Kočvara Pavel","Temelín"
"1. LF Dental s.r.o.","Temelín"
"MUDr. Jan Štěrba","Teplice"
"MUDr. Miloš Hakl","Teplice"
"Tomáš Leden","Teplice"
"ALMEDEA s r.o.","Teplice"
"Lázně Teplice v Čechách a.s.","Teplice"
"MUDr. Martin Jandásek","Teplice"
"MUDr. Ondřej Brabec","Teplice"
"MUDr. Jozef Mesík","Teplice"
"MUDr. Zbyněk Baier","Teplice"
"Hájek Ilja MUDr. zubní lékař","Teplice"
"Richard Brádle","Teplice"
"MUDr. Jaroslav Bartoš","Teplice"
"MUDr. Pavel Šoltész","Teplice"
"MUDr. Jan Líman","Teplice"
"MUDr. Vladimír Kysela","Teplice"
"WP-MEDICA s.r.o.","Teplice"
"MUDr. Alois Štěpánek","Teplice"
"Mgr. Dagmar Mašková, Lékárna Na Hvězdě","Teplice"
"MUDr. Kaltounová Anna - stomatologická ordinace","Teplice"
"MUDr. Ivo Kudrnáč","Teplice"
"MUDr. Jiřina Eisnerová","Teplice"
"MUDr. Hronová Alena - stomatologická ordinace","Teplice"
"MUDr. Miloslava Žiaková","Teplice"
"MUDr.Jan Bartůšek","Teplice"
"MUDr. Urbanská Mahulena","Teplice"
"MUDr. Jana Mesíková","Teplice"
"BUCEK, zubotechnická laboratoř, spol. s r.o.","Teplice"
"MUDr. Stamatula Abrhámová","Teplice"
"DENTTEAM s.r.o.","Teplice"
"MUDr. Jolana Šoltészová","Teplice"
"MUDr. Margarita Pokšteflová","Teplice"
"ELSA CÍSAŘOVÁ MGR. - KLINICKÝ LOGOPÉD","Teplice"
"MUDr. Štěpánka Kukalová Vojtěchovská","Teplice"
"MUDr. Milan Köchrt","Teplice"
"MUDr. Viera Karnoubová","Teplice"
"MUDr. Ivana Zajícová","Teplice"
"MUDr. Blažková Alena","Teplice"
"MUDr. Jaromír Vitner","Teplice"
"MUDr. Jiřina Pospíšilová","Teplice"
"MUDr. Jaroslava Havelková","Teplice"
"Renata Svatošová","Teplice"
"MUDr. Alice Gutwirthová","Teplice"
"MUDr. Tomáš Kryl","Teplice"
"MUDr. Soňa Petlanová","Teplice"
"Mgr. Helena Kapaňová","Teplice"
"MUDr. Jaroslava Hessová Baladová","Teplice"
"Mgr. Irena Rážová","Teplice"
"Oblastní spolek ČČK Teplice","Teplice"
"MUDr. Jiří David","Teplice"
"MUDr. Pavla Rejzková","Teplice"
"MUDr. Hana Pácaltová","Teplice"
"AMURA spol. s r.o., Lékárna Jasmín","Teplice"
"Plicní středisko Teplice s.r.o.","Teplice"
"Alergologie Teplice s.r.o.","Teplice"
"MUDr. Michaela Ulbrichová","Teplice"
"Lékárna U LUNY s.r.o.","Teplice"
"MUDr. Ivana Rožníčková","Teplice"
"MUDr. Jiří Váňa","Teplice"
"Domácí lékárna s.r.o., Lékárna U Soudu","Teplice"
"Anna Lisačenková","Teplice"
"Victory Media a.s.","Teplice"
"Romana Sartori, Lékárna U Lázní","Teplice"
"Krajská zdravotní, a.s. - Nemocnice Teplice, o.z.","Teplice"
"BIALBI, spol. s r.o.","Teplice"
"MUDr. Jaroslav Bartoš","Teplice"
"MUDr. Lenka Hellerová","Teplice"
"Krajská zdravotní, a.s. - Nemocnice Teplice, o.z., ambulance gynekologie","Teplice"
"Dent-in s.r.o.","Teplice"
"MUDr. Julie Rauchová","Teplice"
"MUDr.Oldřich Gregora","Teplice"
"Lucie Kratochvílová","Teplice"
"Mediclinic a.s.","Teplice"
"ČernýGyn s.r.o.","Teplice"
"Zdravotnická záchranná služba Ústeckého kraje, příspěvková organizace","Teplice"
"Mediclinic a.s.","Teplice"
"Oftex, s.r.o.","Teplice"
"Kateřina Novotná","Teplice"
"Dental Family s.r.o.","Teplice"
"Mediclinic a.s.","Teplice"
"MUDr. Štefan Čihák","Teplice"
"ANESTAR, s.r.o.","Teplice"
"Petra Laiblová","Teplice"
"MUDr. Miroslav Brůža","Teplice"
"MUDr. Petr Najman","Teplice"
"MUDr. Jiří Vrzala","Teplice"
"DENTEP s.r.o.","Teplice"
"MUDr. Ctibor Arnold","Teplice"
"MUDr. Simona Srpová","Teplice"
"MUDr. Petra Gábelová","Teplice"
"LAMEDA, s.r.o.","Teplice"
"Vladimíra Šlampiaková","Teplice"
"MUDr. Miriam VLČKOVÁ","Teplice"
"MUDr. Petr Puchmeltr","Teplice"
"Lékař Teplice s.r.o.","Teplice"
"Lékař Teplice s.r.o.","Teplice"
"Centrum-Ortopedie s.r.o.","Teplice"
"DIAGNOSTIKA, s.r.o., odběrová místnost","Teplice"
"ORTO K+T s.r.o.","Teplice"
"MUDr. Eichlová Ivana s.r.o.","Teplice"
"AeskuLab k.s.","Teplice"
"AeskuLab k.s.","Teplice"
"Avicenum Medical s.r.o.","Teplice"
"MUDr. Milan Köchrt, s.r.o.","Teplice"
"AeskuLab k.s., odběrová místnost","Teplice"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Teplice"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Teplice"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Teplice"
"DENTESANO s.r.o.","Teplice"
"DENTESANO s.r.o.","Teplice"
"Brom&Dent s.r.o.","Teplice"
"Michaela Navrátilová","Teplice"
"Estetika-DERMA s.r.o.","Teplice"
"ORTO-TEP s.r.o.","Teplice"
"MUDr. Dana Horáková s.r.o.","Teplice"
"MUDr. Jan Gábel","Teplice"
"MUDr. Marie Svobodová s.r.o.","Teplice"
"Domácí lékárna s.r.o., Lékárna U  LIDLU","Teplice"
"Praktik TEPLICE, s.r.o.","Teplice"
"MUDr. Martina Krejčí Vančurová","Teplice"
"Ambulance diabetologie s.r.o.","Teplice"
"MUDr. Martin Vančura","Teplice"
"Mgr. Karina Šajmardanova DiS.","Teplice"
"Lenka Fialová, DiS.","Teplice"
"MUDr. Zuzana Procházková s.r.o.","Teplice"
"Marta Novotná","Teplice"
"JARSAZA s.r.o.","Teplice"
"Rehabilitace Teplice s.r.o","Teplice"
"MUDr. Iva Fišerová","Teplice"
"Tegyma s.r.o.","Teplice"
"ORTODONCIE TEPLICE s.r.o.","Teplice"
"Můj PRAKTIK s.r.o.","Teplice"
"MEDIC AREA TEPLICE s.r.o.","Teplice"
"Endokrinologie Teplice s.r.o.","Teplice"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Teplice"
"GAME ONE s.r.o., Lékárna Prosetice","Teplice"
"GrandVision CZ s.r.o.","Teplice"
"Eva Šulcová","Teplice"
"I.N.R. Care Teplice s.r.o.","Teplice"
"Jaroslava Gasnárková","Teplice"
"Premium Clinic s.r.o.","Teplice"
"OPTIKA - ŠIMŮNKOVÁ Teplice, s.r.o.","Teplice"
"PAMPELIŠKA, o.p.s.","Teplice"
"MUDr. Jitka Hanzalová","Teplice"
"Lenka Doksanská","Teplice"
"KKL DENT s.r.o.","Teplice"
"MUDr. Petr Tamler s.r.o.","Teplice"
"Ambulance Prakticus s.r.o.","Teplice"
"Teplická ambulance s.r.o.","Teplice"
"Urologie Alejní s.r.o.","Teplice"
"Krajská zdravotní, a.s. - Nemocnice Teplice, o.z., dětský stacionář RHB","Teplice"
"Praktický lékař Teplice s.r.o.","Teplice"
"Lékař Teplice s.r.o.","Teplice"
"Oční ordinace MUDr. Lahodná s.r.o.","Teplice"
"Marine Hairapetjana","Teplice"
"Oční ordinace Teplice s.r.o.","Teplice"
"MUDr. Lubomír Veselý s.r.o.","Teplice"
"Mgr. Šárka RÖHRICHOVÁ","Teplice"
"Stomanet, s.r.o.","Teplice"
"Pharma Medical s.r.o.","Teplice"
"Medipac s.r.o.","Teplice"
"MUDr. Holubová Daniela s.r.o.","Teplice"
"Hrondent s.r.o.","Teplice"
"MUDr. Michaela Čechová Nešporová","Teplice"
"KDP NADĚJE s.r.o.","Teplice"
"OKO-OPTIK, a.s.","Teplice"
"Praktický zubní lékař MUDr. Květoslava Timková, s.r.o.","Teplice"
"Zdravotní ústav se sídlem v Ústí nad Labem","Teplice"
"MEDIC AREA TEPLICE s.r.o.","Teplice"
"Lázně Teplice v Čechách a.s.","Teplice"
"Lázně Teplice v Čechách a.s.","Teplice"
"Lázně Teplice v Čechách a.s.","Teplice"
"BENU Česká republika s.r.o., BENU lékárna","Teplice"
"Podkrušnohorské domovy sociálních služeb Dubí - Teplice, příspěvková organizace","Teplice"
"Dental Office s.r.o.","Teplice"
"MUDr. JITKA JAROŠOVÁ","Teplice"
"MUDr. Petra Farah s.r.o.","Teplice"
"PRONATAL NORD s.r.o.","Teplice"
"MDDr. Petr Novák","Teplice"
"ČESKÁ LÉKÁRNA HOLDING, a.s.","Teplice"
"MUDr. DAGMAR BŐHMEOVÁ","Teplice"
"Stomasan s.r.o.","Teplice"
"MUDr. Martina Krejčí Vančurová","Teplice"
"DENTEX RTG s.r.o.","Teplice"
"ProMedicus Home Care Services s.r.o.","Teplice"
"DENT Group s.r.o.","Teplice"
"Sportmedicína s.r.o.","Teplice"
"Mediestetik s.r.o.","Teplice"
"MRB private s.r.o.","Teplice"
"Stellart s.r.o, IVF klinika","Teplice"
"TEPMEDICA s.r.o.","Teplice"
"Imunologie - alergologie s.r.o.","Teplice"
"MUDr. Alaa M A Sara SHAMASNA","Teplice"
"AMURA spol. s r.o.","Teplice"
"Česká společnost AIDS pomoc, z.s.","Teplice"
"Mgr. Marcela Schejbalová","Teplice"
"Fem - Medical s.r.o.","Teplice"
"BENU Česká republika s.r.o., BENU lékárna","Teplice"
"MUDr. Vladislav Lisačenko","Teplice"
"DENTAL PRO s.r.o.","Teplice"
"B.Braun Avitum s.r.o.","Teplice"
"DENTAL SPECIALIST Dr. Ilona Lorencová s.r.o.","Teplice"
"Prosetice s.r.o.","Teplice"
"Borys Shapovalov","Teplice"
"Mgr. Miroslav Brůža","Teplice"
"Ophtalynx s. r. o.","Teplice"
"Ordinace MediFem, s.r.o.","Teplice"
"NEUKON s. r. o.","Teplice"
"Ordinace Medipeg, s.r.o.","Teplice"
"Anaháta s.r.o.","Teplice"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Teplice"
"Amber Plasma a.s.","Teplice"
"Gastro-Ghaleb s.r.o.","Teplice"
"ČESKÁ OČNÍ OPTIKA HOLDING a.s.","Teplice"
"MUDr. Jamal Abed","Teplice"
"MUDr.Jan Bartsch","Teplice"
"Petra Hráčková","Teplice"
"AMURA spol. s r.o.","Teplice"
"MUDr. Jitka Hudáčová","Teplice"
"Tamara Chalupecká","Teplice"
"GENNERO s.r.o.","Teplice"
"FOKUS optik a.s.","Teplice"
"Ortopedie Hlaváček s.r.o.","Teplice"
"Clean Dent s.r.o.","Teplice"
"Zubní ordinace Teplice s.r.o.","Teplice"
"MUDr. Markéta Jelínková","Teplice"
"Endokrinologie MUDr. Petra Broulová s.r.o.","Teplice"
"Lázně Teplice nad Bečvou a.s.","Teplice nad Bečvou"
"Lázně Teplice nad Bečvou a.s.,  OLÚ pro kardiorehabilitaci","Teplice nad Bečvou"
"ZNL spol. s r.o.","Teplice nad Metují"
"MEDICA - LANGER s.r.o.","Teplice nad Metují"
"PS spol. s r. o.","Teplice nad Metují"
"Klinická Logopedie Haná s.r.o.","Teplice nad Metují"
"Domov Dolní zámek","Teplice nad Metují"
"Venkovský lékař s.r.o.","Teplice nad Metují"
"GEUM s.r.o., Lékárna U sv. Alžběty","Teplice nad Metují"
"MUDr. Marie Achour","Teplá"
"MUDr. Jana Kreuzová","Teplá"
"MUDr. Jamil Salameh","Teplá"
"Zdravotnická záchranná služba Karlovarského kraje, příspěvková organizace","Teplá"
"MUDr. LAMBERT Miloš s.r.o.","Teplá"
"PharmDr. Hana Sedláčková, Lékárna Tilia","Teplá"
"MED. PRAKTIK s.r.o.","Teplá"
"MUDr. Roman Záhora","Terezín"
"MUDr.Petr Karban","Terezín"
"MUDr. Helena Terberová","Terezín"
"MUDr. Lenka Březovská","Terezín"
"Gynekologie MUDr. Dušan Kozák s.r.o.","Terezín"
"LTM-DENT s.r.o.","Terezín"
"Domov se zvláštním režimem Terezín","Terezín"
"KATEŘINA STAŇKOVÁ DiS.","Tichá"
"habrypraktik s.r.o.","Tis"
"MUDr. Jiří David","Tisá"
"MUDr. Dušan Malenčik","Tisá"
"Reditus, z.s.","Tisá"
"REZON MEDICAL, s.r.o.","Tišice"
"Ordinace Chrást s.r.o.","Tišice"
"Surgal ambulance s.r.o.","Tišnov"
"PharmDr. Milan Sítora, Lékárna ARNICA","Tišnov"
"MUDr. Lubomír Čaněk","Tišnov"
"MUDr. Miroslav Straka","Tišnov"
"MUDr. Vladimír Kubánek","Tišnov"
"MUDr. Danica Drahošová","Tišnov"
"MUDr. Jarmila Mendlová","Tišnov"
"MUDr. Alena Bendáková","Tišnov"
"MUDr. Jiří Hlaváč","Tišnov"
"Dana Katolická","Tišnov"
"MUDr. Eva Kubánková","Tišnov"
"MUDr. Věra Vodová","Tišnov"
"Mgr. Bohuslava Výletová","Tišnov"
"MUDr. Boris Chrást","Tišnov"
"MUDr. Stalmachová Kristina","Tišnov"
